go_id,go_name,go_namespace
GO:0102522,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity,molecular_function
GO:0102704,"GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase activity",molecular_function
GO:0102752,"obsolete 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)",molecular_function
GO:0102769,obsolete dihydroceramide glucosyltransferase activity,molecular_function
GO:0102772,sphingolipid C4-monooxygenase activity,molecular_function
GO:0103016,tRNA-uridine 2-sulfurtransferase activity,molecular_function
GO:0103026,fructose-1-phosphatase activity,molecular_function
GO:0103045,L-methionine N-acyltransferase activity,molecular_function
GO:0103068,leukotriene C4 gamma-glutamyl transferase activity,molecular_function
GO:0106004,tRNA (guanine-N7)-methylation,biological_process
GO:0106005,RNA 5'-cap (guanine-N7)-methylation,biological_process
GO:0106034,obsolete protein maturation by [2Fe-2S] cluster transfer,biological_process
GO:0106035,obsolete protein maturation by [4Fe-4S] cluster transfer,biological_process
GO:0106057,negative regulation of calcineurin-mediated signaling,biological_process
GO:0106073,"dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity",molecular_function
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,biological_process
GO:0106222,lncRNA binding,molecular_function
GO:0106226,peptide 2-hydroxyisobutyryltransferase activity,molecular_function
GO:0106245,L-serine-phosphatidylethanolamine phosphatidyltransferase activity,molecular_function
GO:0106310,protein serine kinase activity,molecular_function
GO:0110009,formin-nucleated actin cable organization,biological_process
GO:0110031,negative regulation of G2/MI transition of meiotic cell cycle,biological_process
GO:0110085,mitotic actomyosin contractile ring,cellular_component
GO:0110156,mRNA methylguanosine-cap decapping,biological_process
GO:0120013,lipid transfer activity,molecular_function
GO:0120114,Sm-like protein family complex,cellular_component
GO:0140096,"catalytic activity, acting on a protein",molecular_function
GO:0140223,general transcription initiation factor activity,molecular_function
GO:0140326,ATPase-coupled intramembrane lipid transporter activity,molecular_function
GO:0140358,P-type transmembrane transporter activity,molecular_function
GO:0140359,ABC-type transporter activity,molecular_function
GO:0140517,protein-RNA adaptor activity,molecular_function
GO:0140535,intracellular protein-containing complex,cellular_component
GO:0140566,histone reader activity,molecular_function
GO:0140719,constitutive heterochromatin formation,biological_process
GO:0140824,thioredoxin-dependent peroxiredoxin activity,molecular_function
GO:0140938,histone H3 methyltransferase activity,molecular_function
GO:0141052,histone H3 demethylase activity,molecular_function
GO:0141221,"histone deacetylase activity, hydrolytic mechanism",molecular_function
GO:0170034,L-amino acid biosynthetic process,biological_process
GO:0170038,proteinogenic amino acid biosynthetic process,biological_process
GO:0180027,inner nuclear membrane-associated protein degradation pathway,biological_process
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,biological_process
GO:1900101,regulation of endoplasmic reticulum unfolded protein response,biological_process
GO:1900182,positive regulation of protein localization to nucleus,biological_process
GO:1901135,carbohydrate derivative metabolic process,biological_process
GO:1901136,carbohydrate derivative catabolic process,biological_process
GO:1901137,carbohydrate derivative biosynthetic process,biological_process
GO:1901264,carbohydrate derivative transport,biological_process
GO:1901553,malonic acid transmembrane transport,biological_process
GO:1901605,alpha-amino acid metabolic process,biological_process
GO:1901607,alpha-amino acid biosynthetic process,biological_process
GO:1901617,obsolete organic hydroxy compound biosynthetic process,biological_process
GO:1901642,nucleoside transmembrane transport,biological_process
GO:1901663,quinone biosynthetic process,biological_process
GO:1901679,nucleotide transmembrane transport,biological_process
GO:1901987,regulation of cell cycle phase transition,biological_process
GO:1901991,negative regulation of mitotic cell cycle phase transition,biological_process
GO:1901992,positive regulation of mitotic cell cycle phase transition,biological_process
GO:1902115,regulation of organelle assembly,biological_process
GO:1902275,regulation of chromatin organization,biological_process
GO:1902369,negative regulation of RNA catabolic process,biological_process
GO:1902412,regulation of mitotic cytokinesis,biological_process
GO:1902413,negative regulation of mitotic cytokinesis,biological_process
GO:1902475,L-alpha-amino acid transmembrane transport,biological_process
GO:1902494,catalytic complex,cellular_component
GO:1902531,regulation of intracellular signal transduction,biological_process
GO:1902554,serine/threonine protein kinase complex,cellular_component
GO:1902555,endoribonuclease complex,cellular_component
GO:1902600,proton transmembrane transport,biological_process
GO:1902652,secondary alcohol metabolic process,biological_process
GO:1902653,secondary alcohol biosynthetic process,biological_process
GO:1902751,positive regulation of cell cycle G2/M phase transition,biological_process
GO:1902767,isoprenoid biosynthetic process via mevalonate,biological_process
GO:1902845,negative regulation of mitotic spindle elongation,biological_process
GO:1902850,microtubule cytoskeleton organization involved in mitosis,biological_process
GO:1902903,regulation of supramolecular fiber organization,biological_process
GO:1903401,L-lysine transmembrane transport,biological_process
GO:1903425,fluoride transmembrane transporter activity,molecular_function
GO:1903467,negative regulation of mitotic DNA replication initiation,biological_process
GO:1903473,positive regulation of mitotic actomyosin contractile ring contraction,biological_process
GO:1903475,mitotic actomyosin contractile ring assembly,biological_process
GO:1903826,L-arginine transmembrane transport,biological_process
GO:1903830,magnesium ion transmembrane transport,biological_process
GO:1904380,endoplasmic reticulum mannose trimming,biological_process
GO:1904382,mannose trimming involved in glycoprotein ERAD pathway,biological_process
GO:1904423,dehydrodolichyl diphosphate synthase complex,cellular_component
GO:1904462,ergosteryl 3-beta-D-glucoside catabolic process,biological_process
GO:1904514,positive regulation of initiation of premeiotic DNA replication,biological_process
GO:1904537,negative regulation of mitotic telomere tethering at nuclear periphery,biological_process
GO:1904547,regulation of cellular response to glucose starvation,biological_process
GO:1904564,cytosolic [4Fe-4S] assembly scaffold complex,cellular_component
GO:1904600,mating projection actin fusion focus assembly,biological_process
GO:1904668,positive regulation of ubiquitin protein ligase activity,biological_process
GO:1904669,ATP export,biological_process
GO:1904680,peptide transmembrane transporter activity,molecular_function
GO:1904802,RITS complex assembly,biological_process
GO:1904812,rRNA acetylation involved in maturation of SSU-rRNA,biological_process
GO:1905039,carboxylic acid transmembrane transport,biological_process
GO:1905202,methylcrotonoyl-CoA carboxylase complex,cellular_component
GO:1905347,endodeoxyribonuclease complex,cellular_component
GO:1905477,positive regulation of protein localization to membrane,biological_process
GO:1905634,regulation of protein localization to chromatin,biological_process
GO:1905665,positive regulation of calcium ion import across plasma membrane,biological_process
GO:1905754,ascospore-type prospore nucleus,cellular_component
GO:1905757,negative regulation of primary cell septum biogenesis,biological_process
GO:1905785,negative regulation of anaphase-promoting complex-dependent catabolic process,biological_process
GO:1905786,positive regulation of anaphase-promoting complex-dependent catabolic process,biological_process
GO:1905897,regulation of response to endoplasmic reticulum stress,biological_process
GO:1905949,negative regulation of calcium ion import across plasma membrane,biological_process
GO:1990023,mitotic spindle midzone,cellular_component
GO:1990050,phosphatidic acid transfer activity,molecular_function
GO:1990070,TRAPPI protein complex,cellular_component
GO:1990071,TRAPPII protein complex,cellular_component
GO:1990072,TRAPPIII protein complex,cellular_component
GO:1990074,polyuridylation-dependent mRNA catabolic process,biological_process
GO:1990077,primosome complex,cellular_component
GO:1990112,RQC complex,cellular_component
GO:1990113,RNA polymerase I assembly,biological_process
GO:1990114,RNA polymerase II core complex assembly,biological_process
GO:1990115,RNA polymerase III assembly,biological_process
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,biological_process
GO:1990130,GATOR1 complex,cellular_component
GO:1990131,Gtr1-Gtr2 GTPase complex,cellular_component
GO:1990139,protein localization to nuclear periphery,biological_process
GO:1990145,maintenance of translational fidelity,biological_process
GO:1990180,mitochondrial tRNA 3'-end processing,biological_process
GO:1990189,protein N-terminal-serine acetyltransferase activity,molecular_function
GO:1990190,protein-N-terminal-glutamate acetyltransferase activity,molecular_function
GO:1990221,L-cysteine desulfurase complex,cellular_component
GO:1990229,iron-sulfur cluster assembly complex,cellular_component
GO:1990234,transferase complex,cellular_component
GO:1990247,N6-methyladenosine-containing RNA reader activity,molecular_function
GO:1990251,nuclear exosome focus,cellular_component
GO:1990259,histone H2AQ104 methyltransferase activity,molecular_function
GO:1990269,RNA polymerase II C-terminal domain phosphoserine binding,molecular_function
GO:1990275,preribosome binding,molecular_function
GO:1990304,MUB1-RAD6-UBR2 ubiquitin ligase complex,cellular_component
GO:1990315,Mcs4 RR-MAPKKK complex,cellular_component
GO:1990316,Atg1/ULK1 kinase complex,cellular_component
GO:1990317,Gin4 complex,cellular_component
GO:1990334,Bfa1-Bub2 complex,cellular_component
GO:1990380,K48-linked deubiquitinase activity,molecular_function
GO:1990389,CUE1-UBC7 ubiquitin-conjugating enzyme complex,cellular_component
GO:1990414,replication-born double-strand break repair via sister chromatid exchange,biological_process
GO:1990542,mitochondrial transmembrane transport,biological_process
GO:1990822,basic amino acid transmembrane transport,biological_process
GO:1990837,sequence-specific double-stranded DNA binding,molecular_function
