gene_id,class,interaction_sig,gene_name,description
Mycgr3G64667,ns,False,,"Cytochrome c oxidase subunit 6A, mitochondrial"
Mycgr3G64677,ns,False,,
Mycgr3G64704,ns,False,HOM2,"Semialdehyde dehydrogenase, NAD binding domain"
Mycgr3G64715,ns,False,,"Cytoplasmic phospholipase A2, catalytic subunit"
Mycgr3G64763,fungicide-specific,True,rps27,Ribosomal protein S27
Mycgr3G64768,ns,False,RHO3,Belongs to the small GTPase superfamily. Rho family
Mycgr3G64785,fungicide-specific,False,,Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
Mycgr3G64814,ns,False,,Saccharomyces cerevisiae YPR063C
Mycgr3G64849,ns,False,,
Mycgr3G64857,fungicide-specific,True,RPC34,"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs"
Mycgr3G64873,fungicide-specific,True,APT1,Phosphoribosyl transferase domain
Mycgr3G64875,ns,False,mxr1,Peptide methionine sulfoxide reductase
Mycgr3G64883,ns,False,,Protein of unknown function (DUF3605)
Mycgr3G64888,ns,False,HMG1,3-hydroxy-3-methylglutaryl coenzyme A reductase
Mycgr3G64902,ns,False,,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH"
Mycgr3G64907,shared,False,,Protein of unknown function (DUF2855)
Mycgr3G64910,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G64915,fungicide-specific,False,,Luciferase-like monooxygenase
Mycgr3G64917,ns,False,OSH6,Belongs to the OSBP family
Mycgr3G64923,ns,True,,KR domain
Mycgr3G64933,ns,False,CGI121,Belongs to the CGI121 TPRKB family
Mycgr3G64949,ns,False,ENT3,Epsin N-terminal homology (ENTH) domain
Mycgr3G64952,ns,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Mycgr3G64956,heat-specific,True,TCB2,Protein kinase C conserved region 2 (CalB)
Mycgr3G64960,heat-specific,False,UGP1,UTP--glucose-1-phosphate uridylyltransferase
Mycgr3G64973,fungicide-specific,True,,ER lumen protein retaining receptor
Mycgr3G64976,ns,False,,Dehydratase family
Mycgr3G64979,ns,False,srk1,"Serine/Threonine protein kinases, catalytic domain"
Mycgr3G64980,ns,False,,GDSL-like Lipase/Acylhydrolase family
Mycgr3G64993,heat-specific,False,,Belongs to the cytochrome P450 family
Mycgr3G65005,fungicide-specific,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G65036,ns,False,,Tpr domain-containing protein
Mycgr3G65045,ns,False,,Gamma-glutamyltranspeptidase
Mycgr3G65051,ns,False,,Glycoside hydrolase family 115 protein
Mycgr3G65057,fungicide-specific,True,,"Acyl-CoA dehydrogenase, N-terminal domain"
Mycgr3G65060,ns,True,,Unstructured region on cNMP-binding protein
Mycgr3G65063,ns,False,,Methyltransferase domain
Mycgr3G65067,ns,False,hmt1,ABC transporter transmembrane region
Mycgr3G65081,ns,False,,Belongs to the transthyretin family. 5-hydroxyisourate hydrolase subfamily
Mycgr3G65087,ns,False,,Transferrin receptor-like dimerisation domain
Mycgr3G65104,heat-specific,False,CHS3,Glycosyltransferase family 2 protein
Mycgr3G65107,ns,False,,
Mycgr3G65114,ns,False,TIF34,"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"
Mycgr3G65123,fungicide-specific,False,,Conserved region in glutamate synthase
Mycgr3G65129,ns,False,,Fungal specific transcription factor domain
Mycgr3G65137,ns,False,,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
Mycgr3G65146,fungicide-specific,True,,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G65151,heat-specific,False,,"Neutral/alkaline non-lysosomal ceramidase, C-terminal"
Mycgr3G65158,ns,False,,Beta-lactamase superfamily domain
Mycgr3G65163,ns,True,PKH1,"Serine/Threonine protein kinases, catalytic domain"
Mycgr3G65177,ns,False,,"Platelet-activating factor acetylhydrolase, isoform II"
Mycgr3G65191,fungicide-specific,False,,ribosome biogenesis
Mycgr3G65192,ns,False,,Ribosomal RNA-processing protein 7 (RRP7)
Mycgr3G65205,ns,False,,Belongs to the aldehyde dehydrogenase family
Mycgr3G65218,ns,False,ARP1,Belongs to the actin family
Mycgr3G65227,ns,True,,Belongs to the cytochrome P450 family
Mycgr3G65233,ns,False,laeA,Methyltransferase domain
Mycgr3G65235,ns,False,DLD1,"FAD linked oxidases, C-terminal domain"
Mycgr3G65252,shared,False,,"Arrestin (or S-antigen), N-terminal domain"
Mycgr3G65256,ns,False,,"Arrestin (or S-antigen), N-terminal domain"
Mycgr3G65258,fungicide-specific,False,,Sas10/Utp3/C1D family
Mycgr3G65261,ns,False,,Belongs to the peptidase M28 family
Mycgr3G65274,ns,False,,Sodium/hydrogen exchanger family
Mycgr3G65279,ns,True,,PLD-like domain
Mycgr3G65284,ns,False,,
Mycgr3G65302,fungicide-specific,False,,Belongs to the thiolase family
Mycgr3G65305,fungicide-specific,False,SNQ2,Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Mycgr3G65316,ns,False,ALG13,Involved in protein N-glycosylation. Essential for the second step of the dolichol-linked oligosaccharide pathway
Mycgr3G65322,ns,False,VMA6,Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. The active enzyme consists of a catalytic V1 domain attached to an integral membrane V0 proton pore complex. This subunit is a non-integral membrane component of the membrane pore domain and is required for proper assembly of the V0 sector. Might be involved in the regulated assembly of V1 subunits onto the membrane sector or alternatively may prevent the passage of protons through V0 pores
Mycgr3G65330,fungicide-specific,True,SPB4,DUF4217
Mycgr3G65342,shared,True,HAS1,DUF4217
Mycgr3G65348,ns,False,PIN3,Src homology 3 domains
Mycgr3G65354,ns,False,TOM70,Tetratricopeptide repeat
Mycgr3G65359,ns,False,,PHD/FYVE-zinc-finger like domain
Mycgr3G65361,shared,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G65364,ns,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G65370,ns,False,BUD2,GTPase-activator protein for Ras-like GTPases
Mycgr3G65376,fungicide-specific,True,NTH1,Neutral trehalase Ca2+ binding domain
Mycgr3G65387,ns,False,UBC12,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G65395,fungicide-specific,False,,Phosphoglycerate mutase family
Mycgr3G65399,ns,False,,
Mycgr3G65403,ns,False,CCC2,Heavy-metal-associated domain
Mycgr3G65422,ns,False,,Class II Aldolase and Adducin N-terminal domain
Mycgr3G65433,ns,False,,FRG1-like domain
Mycgr3G65440,fungicide-specific,False,,Glycoside hydrolase family 13 protein
Mycgr3G65448,fungicide-specific,False,,Alcohol dehydrogenase GroES-like domain
Mycgr3G65466,shared,True,,CoA-transferase family III
Mycgr3G65473,ns,True,SPC98,Spindle pole body component
Mycgr3G65477,ns,False,,Maf-like protein
Mycgr3G65481,ns,False,,PRELI-like family
Mycgr3G65482,ns,False,WRS1,Belongs to the class-I aminoacyl-tRNA synthetase family
Mycgr3G65493,ns,False,PMU1,Phosphoglycerate mutase family
Mycgr3G65495,ns,False,,
Mycgr3G65516,heat-specific,False,ARO1,The AROM polypeptide catalyzes 5 consecutive enzymatic reactions in prechorismate polyaromatic amino acid biosynthesis
Mycgr3G65527,ns,False,COX10,Converts protoheme IX and farnesyl diphosphate to heme O
Mycgr3G65536,ns,False,TGL2,Triacylglycerol lipase
Mycgr3G65543,ns,False,ROK1,helicase superfamily c-terminal domain
Mycgr3G65551,ns,True,,Dihydrodipicolinate synthetase family
Mycgr3G65552,ns,True,,Glycosyltransferase like family 2
Mycgr3G65563,ns,False,NAS2,"Domain present in PSD-95, Dlg, and ZO-1/2."
Mycgr3G65568,ns,True,CPGL,Peptidase dimerisation domain
Mycgr3G65574,fungicide-specific,True,utp15,UTP15 C terminal
Mycgr3G65576,heat-specific,False,TAM41,Mitochondrial matrix Mmp37
Mycgr3G65583,ns,False,ssr3,SWIB/MDM2 domain
Mycgr3G65589,ns,False,NGG1,Histone acetyltransferases subunit 3
Mycgr3G65593,ns,False,,Ring finger domain
Mycgr3G65596,ns,False,SKI6,"3' exoribonuclease family, domain 1"
Mycgr3G65606,ns,False,,Mitochondrial export protein Som1
Mycgr3G65607,ns,False,,Belongs to the adaptor complexes medium subunit family
Mycgr3G65614,ns,True,SUI3,domain present in translation initiation factor eIF2B and eIF5
Mycgr3G65617,shared,False,,"Altered inheritance of mitochondria protein 24, mitochondrial"
Mycgr3G65626,ns,False,,FAD-binding domain
Mycgr3G65636,ns,True,,
Mycgr3G65640,ns,False,DUS3,"Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs. Specifically modifies U47 in cytoplasmic tRNAs"
Mycgr3G65650,ns,False,,
Mycgr3G65652,ns,True,,
Mycgr3G65661,fungicide-specific,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G65665,ns,False,SPO14,Phospholipase D. Active site motifs.
Mycgr3G65666,ns,False,,Phytanoyl-CoA dioxygenase (PhyH)
Mycgr3G65675,ns,False,,
Mycgr3G65706,ns,False,,Protein of unknown function (DUF726)
Mycgr3G65710,ns,False,,DUF1741
Mycgr3G65725,fungicide-specific,False,,Major Facilitator Superfamily
Mycgr3G65747,ns,False,UBC2,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G65750,ns,False,HIS5,Aminotransferase class I and II
Mycgr3G65760,ns,True,,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Mycgr3G65763,fungicide-specific,False,,Cysteine dioxygenase type I
Mycgr3G65778,ns,True,,Phospholipase/Carboxylesterase
Mycgr3G65793,ns,False,,Uncharacterised protein family (UPF0261)
Mycgr3G65799,ns,False,MET22,Inositol monophosphatase family
Mycgr3G65806,ns,False,,Ferric reductase like transmembrane component
Mycgr3G65810,fungicide-specific,False,MEU1,"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates"
Mycgr3G65814,heat-specific,True,,Pyridoxamine 5'-phosphate oxidase
Mycgr3G65824,ns,True,GLC7,serine threonine-protein phosphatase
Mycgr3G65829,fungicide-specific,False,,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain"
Mycgr3G65833,ns,True,PHO13,Haloacid dehalogenase-like hydrolase
Mycgr3G65843,ns,False,UBP6,Belongs to the peptidase C19 family
Mycgr3G65848,fungicide-specific,True,KIP1,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Mycgr3G65850,ns,False,ERG9,Squalene/phytoene synthase
Mycgr3G65854,ns,True,,Rhodanese Homology Domain
Mycgr3G65859,ns,False,ADP1,Epidermal growth factor-like domain.
Mycgr3G65863,ns,False,RRD2,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Mycgr3G65866,ns,True,BUD32,Protein kinase domain
Mycgr3G65875,fungicide-specific,False,,"Cell division control protein 14, SIN component"
Mycgr3G65878,fungicide-specific,True,,"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"
Mycgr3G65881,fungicide-specific,True,,Belongs to the cytochrome P450 family
Mycgr3G65882,ns,False,,Terpene synthase family protein
Mycgr3G65888,ns,False,SEC6,Exocyst complex component Sec6
Mycgr3G65891,ns,False,,Fungal specific transcription factor domain
Mycgr3G65910,ns,True,,
Mycgr3G65914,fungicide-specific,False,SSN3,"Serine/Threonine protein kinases, catalytic domain"
Mycgr3G65916,fungicide-specific,True,HGT20,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G65923,ns,False,DBP5,helicase superfamily c-terminal domain
Mycgr3G65937,ns,False,MHP1,cell wall biogenesis protein mhp1
Mycgr3G65942,ns,False,CPH2,Domain of unknown function (DUF2014)
Mycgr3G65946,ns,False,,Amino acid permease
Mycgr3G65949,ns,True,MBP1,KilA-N domain
Mycgr3G65952,ns,False,TRP3,"Trifunctional enzyme bearing the Gln amidotransferase (GATase) domain of anthranilate synthase, indole-glycerolphosphate synthase, and phosphoribosylanthranilate isomerase activities"
Mycgr3G65960,ns,False,,Ankyrin repeat
Mycgr3G65963,heat-specific,False,,integral membrane protein
Mycgr3G65966,ns,False,BIM1,EB1-like C-terminal motif
Mycgr3G65974,ns,False,,Helical region found in SNAREs
Mycgr3G65978,ns,False,,Zinc-binding dehydrogenase
Mycgr3G65995,ns,False,,Mur ligase middle domain
Mycgr3G65997,ns,False,PET9,Belongs to the mitochondrial carrier (TC 2.A.29) family
Mycgr3G66000,ns,False,,Flavin containing amine oxidoreductase
Mycgr3G66002,fungicide-specific,False,,Haem-containing dehydratase
Mycgr3G66006,ns,False,,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
Mycgr3G66016,fungicide-specific,True,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Mycgr3G66023,fungicide-specific,True,SUN4,Beta-glucosidase (SUN family)
Mycgr3G66025,ns,False,PHB1,prohibitin homologues
Mycgr3G66030,fungicide-specific,True,QCR8,UcrQ family
Mycgr3G66031,ns,False,,Syntaxin N-terminal domain
Mycgr3G66037,fungicide-specific,True,NUP188,Nucleoporin subcomplex protein binding to Pom34
Mycgr3G66052,heat-specific,True,,AMP-binding enzyme C-terminal domain
Mycgr3G66057,ns,False,GIN1,Fungal specific transcription factor domain
Mycgr3G66060,ns,False,,Belongs to the peptidase M28 family
Mycgr3G66064,ns,False,FAT1,AMP-binding enzyme C-terminal domain
Mycgr3G66079,ns,False,,"Serine aminopeptidase, S33"
Mycgr3G66101,ns,False,,Docking domain of Afi1 for Arf3 in vesicle trafficking
Mycgr3G66104,shared,True,,Tetratricopeptide repeat
Mycgr3G66113,shared,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G66114,ns,False,,Fungal specific transcription factor domain
Mycgr3G66122,shared,True,,FAD binding domain of DNA photolyase
Mycgr3G66126,heat-specific,False,,AMP-binding enzyme C-terminal domain
Mycgr3G66129,ns,False,HUT1,UAA transporter family
Mycgr3G66140,ns,False,,"Serine aminopeptidase, S33"
Mycgr3G66153,ns,False,,Belongs to the DapA family
Mycgr3G66157,fungicide-specific,True,,short chain dehydrogenase
Mycgr3G66160,ns,False,ZRT2,ZIP Zinc transporter
Mycgr3G66163,ns,False,,
Mycgr3G66166,ns,False,UGA2,Belongs to the aldehyde dehydrogenase family
Mycgr3G66175,ns,False,PSD2,Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer). Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine
Mycgr3G66188,fungicide-specific,True,CCT4,T-complex protein 1 subunit delta
Mycgr3G66192,ns,False,,aconitate hydratase
Mycgr3G66199,ns,False,VPS10,"Functions as a sorting receptor in the Golgi compartment required for the intracellular sorting and delivery of soluble vacuolar proteins, like carboxypeptidase Y (CPY) and proteinase A"
Mycgr3G66201,ns,True,rga1,"Zinc-binding domain present in Lin-11, Isl-1, Mec-3."
Mycgr3G66216,fungicide-specific,False,,Belongs to the iron ascorbate-dependent oxidoreductase family
Mycgr3G66222,ns,True,,Mitochondrial ribosomal protein L37
Mycgr3G66225,ns,False,,Alpha-acetolactate decarboxylase
Mycgr3G66245,ns,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G66246,ns,False,SEC10,Exocyst complex component Sec10
Mycgr3G66250,shared,True,,Serine carboxypeptidase S28
Mycgr3G66253,fungicide-specific,False,rna1,Leucine Rich repeat
Mycgr3G66265,ns,False,,Partial alpha/beta-hydrolase lipase region
Mycgr3G66273,ns,False,,phospholipase C
Mycgr3G66280,fungicide-specific,False,NMA1,Belongs to the eukaryotic NMN adenylyltransferase family
Mycgr3G66283,ns,False,,Cytochrome P450
Mycgr3G66294,ns,False,,KR domain
Mycgr3G66305,ns,False,MET10,Pyruvate:ferredoxin oxidoreductase core domain II
Mycgr3G66328,ns,True,,CS domain
Mycgr3G66333,ns,False,VPS21,Rab subfamily of small GTPases
Mycgr3G66346,ns,False,,Fungal specific transcription factor domain
Mycgr3G66364,ns,False,LOS1,Exportin 1-like protein
Mycgr3G66368,shared,False,,
Mycgr3G66375,ns,False,QRI7,Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in mitochondrial tRNAs that read codons beginning with adenine. Probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. Involved in mitochondrial genome maintenance
Mycgr3G66377,ns,True,,Domain of unknown function (DUF1932)
Mycgr3G66382,ns,False,,PXA domain
Mycgr3G66386,ns,False,,Glycosyltransferase family 90 protein
Mycgr3G66394,ns,False,,Calcineurin-like phosphoesterase
Mycgr3G66397,ns,True,,tRNA (Adenine-N(1)-)-methyltransferase
Mycgr3G66422,ns,False,,ribosomal protein
Mycgr3G66426,ns,False,LCB4,Diacylglycerol kinase catalytic domain (presumed)
Mycgr3G66454,fungicide-specific,False,,Steryl acetyl hydrolase
Mycgr3G66460,heat-specific,False,,Protein kinase C conserved region 2 (CalB)
Mycgr3G66463,ns,False,,NADH:flavin oxidoreductase / NADH oxidase family
Mycgr3G66469,ns,False,MSF1,Ferredoxin-fold anticodon binding domain
Mycgr3G66489,fungicide-specific,False,NAG4,Fungal trichothecene efflux pump (TRI12)
Mycgr3G66501,fungicide-specific,False,CAT8,Fungal specific transcription factor domain
Mycgr3G66507,ns,False,UTR1,ATP-NAD kinase
Mycgr3G66524,fungicide-specific,False,,Haloacid dehalogenase-like hydrolase
Mycgr3G66529,ns,False,mrpl16,Belongs to the universal ribosomal protein uL16 family
Mycgr3G66536,ns,False,,impB/mucB/samB family
Mycgr3G66540,shared,True,,
Mycgr3G66546,ns,False,,"WD domain, G-beta repeat"
Mycgr3G66559,fungicide-specific,False,utp7,BING4CT (NUC141) domain
Mycgr3G66563,fungicide-specific,True,,integral membrane protein
Mycgr3G66569,ns,False,,The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.
Mycgr3G66573,ns,False,PRE8,Proteasome subunit alpha type
